record_id,headword,headword_raw,headword_normalized,homonym_number,classification,classification_family,translation_raw,senses,examples,variants,comments_raw,source_code,source_document,page_start,page_end,status
RD-000284,Bitechi,Bitechi,bitechi,,S,S,Casa,"[""Casa""]","[""Nijé bitérachi, mi casa. Queni bitechi, mi casa""]",[],"Nijé bitérachi, mi casa. Queni bitechi, mi casa",SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000285,Bití,Bití,biti,,Vi pl,Vi,Estar acostados (varios),"[""Estar acostados (varios)""]","[""Ri'ré huichí bitir, se acostaron en la tierra. Hui'rique rocogó bitíbari cochiboa, ya muy de noche se acostaron a dormir. [sing.: bu'huí; fut.: bitimea]. Bitibama, se acostarán. Bitisí ¡acuéstense!""]","[""sing.: bu'huí; fut.: bitimea""]","Ri'ré huichí bitir, se acostaron en la tierra. Hui'rique rocogó bitíbari cochiboa, ya muy de noche se acostaron a dormir. [sing.: bu'huí; fut.: bitimea]. Bitibama, se acostarán. Bitisí ¡acuéstense!",SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000286,Bitiba,Bitiba,bitiba,,Vi,Vi,"Echarse (animales), están acostándose","[""Echarse (animales), están acostándose""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000287,Bitichí,Bitichí,bitichi,,S,S,"Casa, habitación","[""Casa, habitación""]","[""Echo'ná bitichí iyénasí simiri, iba hacia la casa.""]",[],"Echo'ná bitichí iyénasí simiri, iba hacia la casa.",SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000288,Bitira,Bitira,bitira,,Vi,Vi,Andar (como borracho),"[""Andar (como borracho)""]","[""Capilata bitira, se revuelve (el caballo). Bitíra,echarse (de un lado al otro).""]",[],"Capilata bitira, se revuelve (el caballo). Bitíra,echarse (de un lado al otro).",SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000289,Bitórata,Bitórata,bitorata,,Vt,Vt,Hacer cajetes,"[""Hacer cajetes""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000290,Bitori,Bitori,bitori,,S,S,"Cajete, plato, cazuela","[""Cajete, plato, cazuela""]","[""Bitórachi, en el cajete""]",[],"Bitórachi, en el cajete",SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000291,Bi'yá,Bi'yá,bi'ya,,Adv,Adv,Temprano,"[""Temprano""]","[""Bi'yá rocogó, en la madrugada. Bi'yá chónachi, temprano (todavía está obscuro). Bi'yábijí, hoy temprano (todavía). Biyá chi'rásiachi, madrugada.""]",[],"Bi'yá rocogó, en la madrugada. Bi'yá chónachi, temprano (todavía está obscuro). Bi'yábijí, hoy temprano (todavía). Biyá chi'rásiachi, madrugada.",SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000292,Bocohuí,Bocohuí,bocohui,,Vi,Vi,"Ocultarse, ponerse el sol","[""Ocultarse, ponerse el sol""]","[""Ma bocohuiri rayénari. Ya se puso el sol.""]",[],Ma bocohuiri rayénari. Ya se puso el sol.,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000293,Bocuirachi,Bocuirachi,bocuirachi,,S,S,"Cascada, salto de agua","[""Cascada, salto de agua""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000294,Bocháami,Bocháami,bochaami,,Pp,Pp,"Preñada, encinta","[""Preñada, encinta""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000295,Bo'huá,Bo'huá,bo'hua,,S,S,"Oveja, borrego","[""Oveja, borrego""]","[""Bo'huá bo'huara, lana de borrego.""]",[],"Bo'huá bo'huara, lana de borrego.",SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000296,Bo'hué,Bo'hué,bo'hue,,Vi,Vi,"Tener lana, pelo","[""Tener lana, pelo""]","[""Hue bo'huéami ju echi bo'huá, ma siquiboa. Tiene mucha lana ese borrego; vamos a trasquilarlo. Pp.: bo'huéamil.""]",[],"Hue bo'huéami ju echi bo'huá, ma siquiboa. Tiene mucha lana ese borrego; vamos a trasquilarlo. Pp.: bo'huéamil.",SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000297,Bo'huí,Bo'huí,bo'hui,,Vi,Vi,Postrarse,"[""Postrarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000298,Bóisi,Bóisi,boisi,,S,S,Buey,"[""Buey""]","[""[pl.: ibóisi]""]","[""pl.: ibóisi""]",[pl.: ibóisi],SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito
RD-000299,Boioní,Boioní,boioni,,Vi,Vi,"Pasar a pie al otro lado del agua, vadear","[""Pasar a pie al otro lado del agua, vadear""]","[""Maparí huabé bu'huíbari ba'huí, nijeni arigá boioniri. Cuando estaba muy crecida el agua, yo siempre pasaba al otro lado vadeando.""]",[],"Maparí huabé bu'huíbari ba'huí, nijeni arigá boioniri. Cuando estaba muy crecida el agua, yo siempre pasaba al otro lado vadeando.",SRC-02,DICCIONARIO raramuri.pdf,18,19,Transcrito
RD-000300,Bo'ná,Bo'ná,bo'na,,Vt,Vt,"Arrancar, desherbar","[""Arrancar, desherbar""]","[""O'huari ochérari mocuásari, ma cáraga bo'niboa. Creció mucho la hierba, ya vamos a arrancarla. [fut.: bo nomea]. Bo'nisí ¡arráncalos!""]","[""fut.: bo nomea""]","O'huari ochérari mocuásari, ma cáraga bo'niboa. Creció mucho la hierba, ya vamos a arrancarla. [fut.: bo nomea]. Bo'nisí ¡arráncalos!",SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000301,Boní,Boní,boni,,S,S,Hermano menor,"[""Hermano menor""]","[""Queni boní cu simiri, chopi nijé binirá abijí atí. Mi hermano menor se fue, pero mi hermana menor todavía está aquí. Nijé bonirá, mi hermano menor.""]",[],"Queni boní cu simiri, chopi nijé binirá abijí atí. Mi hermano menor se fue, pero mi hermana menor todavía está aquí. Nijé bonirá, mi hermano menor.",SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000302,Bonirúami,Bonirúami,boniruami,,S,S,Hermano menor,"[""Hermano menor""]","[""Bonirúami ju, él es el hermano menor""]",[],"Bonirúami ju, él es el hermano menor",SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000303,Bonorí,Bonorí,bonori,,S,S,Anzuelo,"[""Anzuelo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000304,Bo’ó,Bo’ó,bo'o,,S,S,La otra banda (del arroyo),"[""La otra banda (del arroyo)""]","[""Bo’ora, a la otra banda (un poco arriba)""]",[],"Bo’ora, a la otra banda (un poco arriba)",SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000305,Bo'obú,Bo'obú,bo'obu,,Vt,Vt,Desplumar,"[""Desplumar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000306,Bo'ona,Bo'ona,bo'ona,,Adv,Adv,A la otra banda,"[""A la otra banda""]","[""Bo'onata, a la otra banda (en bordo plano)""]",[],"Bo'onata, a la otra banda (en bordo plano)",SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000307,Bo'orá,Bo'orá,bo'ora,,Vt,Vt,Producir lana,"[""Producir lana""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000308,Bo'orusa,Bo'orusa,bo'orusa,,Vi,Vi,Caer el pelo ( a los animales),"[""Caer el pelo ( a los animales)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000309,Bo'osari,Bo'osari,bo'osari,,S,S,Lana,"[""Lana""]","[""Bo'osari cabori, una bola de lana (para hacer cobijas). Bo'osari bi'rina, hace hilo de lana. Bo'osari rajana, carda la lana""]",[],"Bo'osari cabori, una bola de lana (para hacer cobijas). Bo'osari bi'rina, hace hilo de lana. Bo'osari rajana, carda la lana",SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000310,Boquírachi,Boquírachi,boquirachi,,S,S,Salto de agua,"[""Salto de agua""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000311,Boriba,Boriba,boriba,,Vi,Vi,Correr el agua (en una corriente),"[""Correr el agua (en una corriente)""]","[""Maparí huarú bu'huíbari ba'huí, ne huabé boríbari. Cuando creció mucho el arroyo, corrió mucha agua.""]",[],"Maparí huarú bu'huíbari ba'huí, ne huabé boríbari. Cuando creció mucho el arroyo, corrió mucha agua.",SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000312,Borogá,Borogá,boroga,,Pp,Pp,Amarrado,"[""Amarrado""]","[""Huíiti borogá cu tori. Amarrado con mecate, lo llevó. Borogá tobóa. Vamos a llevarlo amarrado. Véase buré""]",[],"Huíiti borogá cu tori. Amarrado con mecate, lo llevó. Borogá tobóa. Vamos a llevarlo amarrado. Véase buré",SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000313,Bosá,Bosá,bosa,,Vi sing,Vi,"Llenarse, hartarse, (comiendo)","[""Llenarse, hartarse, (comiendo)""]","[""Huarúni bosari mapujiti huarú co'huari rimé. Me llené, porque comí muchas tortillas. [pl.: posá].""]","[""pl.: posá""]","Huarúni bosari mapujiti huarú co'huari rimé. Me llené, porque comí muchas tortillas. [pl.: posá].",SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000314,Bosahua,Bosahua,bosahua,,Vi,Vi,Llenarse.,"[""Llenarse.""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000315,Bosasa riruta,Bosasa riruta,bosasa riruta,,Vi,Vi,Eructar,"[""Eructar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000316,Bosohuá,Bosohuá,bosohua,,Vi,Vi,Estar lleno,"[""Estar lleno""]","[""Mani gará bosohuá. Ya estoy bien lleno (satisfecho).""]",[],Mani gará bosohuá. Ya estoy bien lleno (satisfecho).,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000317,Botá,Botá,bota,,Vi,Vi,1. Soltarse 2. Desatarse,"[""Soltarse"", ""Desatarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000318,Botana,Botana,botana,,Vt,Vt,"Soltar, desamarrar, desatar","[""Soltar, desamarrar, desatar""]","[""[fut.: botonama]""]","[""fut.: botonama""]",[fut.: botonama],SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000319,Botobú,Botobú,botobu,,Vt,Vt,"Hundir, sumergir.","[""Hundir, sumergir.""]","[""B’huichí botoburi. Lo hundió en el agua.""]",[],B’huichí botoburi. Lo hundió en el agua.,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000320,Botuhuí,Botuhuí,botuhui,,Vi,Vi,"Hundirse, zambullir Cara.","[""Hundirse, zambullir Cara.""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito
RD-000321,Bucura,Bucura,bucura,,Adj,Adj,Poseedor (de un animal),"[""Poseedor (de un animal)""]","[""Nijé bucura cahué ju. Es mi caballo. ¿Chigá bucura ju? ¿Quién es el dueño? (del animal). Si'nu bucura, bestia ajena.""]",[],"Nijé bucura cahué ju. Es mi caballo. ¿Chigá bucura ju? ¿Quién es el dueño? (del animal). Si'nu bucura, bestia ajena.",SRC-02,DICCIONARIO raramuri.pdf,19,20,Transcrito
RD-000322,Bucurí,Bucurí,bucuri,,Adv,Adv,"Hace poco, nuevamente, hace rato","[""Hace poco, nuevamente, hace rato""]","[""Bucurí cu nahuari. Hace poco volvió. Bucuripi, hace poquito, hace ratito. Bucurí, nihuá renueva. Bucurí nihuárami, recién hecho. Bucurí simíri, apenas salió.""]",[],"Bucurí cu nahuari. Hace poco volvió. Bucuripi, hace poquito, hace ratito. Bucurí, nihuá renueva. Bucurí nihuárami, recién hecho. Bucurí simíri, apenas salió.",SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000323,Buchí,Buchí,buchi,,Vi,Vi,Contener,"[""Contener""]","[""Ocuá litro buchí. Contiene dos litros.""]",[],Ocuá litro buchí. Contiene dos litros.,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000324,Buchíami,Buchíami,buchiami,,Adj,Adj,Lleno,"[""Lleno""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000325,Buchihua,Buchihua,buchihua,,Vt,Vt,Llenar,"[""Llenar""]","[""Mani buchíhuari. Ya lo llené.""]",[],Mani buchíhuari. Ya lo llené.,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000326,Bucuríhuami,Bucuríhuami,bucurihuami,,Adj,Adj,"Nuevo, fresco.","[""Nuevo, fresco.""]","[""Bucuríhuami cu nihuari. Lo hizo de nuevo.""]",[],Bucuríhuami cu nihuari. Lo hizo de nuevo.,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000327,Buchuhuí,Buchuhuí,buchuhui,,Vi,Vi,Estar lleno,"[""Estar lleno""]","[""Ne buchubuí ju. Está lleno.""]",[],Ne buchubuí ju. Está lleno.,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000328,Buchuhuí,Buchuhuí,buchuhui,,Adv,Adv,Completamente.,"[""Completamente.""]","[""Buchuhuí ratáraga nayuri. Enfermarse con mucha calentura""]",[],Buchuhuí ratáraga nayuri. Enfermarse con mucha calentura,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000329,Buchuhuíana,Buchuhuíana,buchuhuiana,,Adv,Adv,En todas partes,"[""En todas partes""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000330,buhué,1buhué,buhue,1,Vt,Vt,Esperar,"[""Esperar""]","[""Echo'ná buhuichí nijeni mi buhuema. Allá, en el camino, te voy a esperar. Buhuesi! Imper pl éspérense!""]",[],"Echo'ná buhuichí nijeni mi buhuema. Allá, en el camino, te voy a esperar. Buhuesi! Imper pl éspérense!",SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000331,buhué,2buhué,buhue,2,S,S,Camino,"[""Camino""]","[""Nijé buhuirá. Mi camino""]",[],Nijé buhuirá. Mi camino,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000332,Bu'huí,Bu'huí,bu'hui,,Vi,Vi,Acostarse (solo),"[""Acostarse (solo)""]","[""Hui'rique rocogó ju; m a bu'huíbari. Es muy noche; ya se acostó. Pachá carírari bu'huí. Está acostado adentro de la casa. [pl.: bití; fut.: bu’huimea, bu’huibamina]""]","[""pl.: bití; fut.: bu’huimea, bu’huibamina""]","Hui'rique rocogó ju; m a bu'huíbari. Es muy noche; ya se acostó. Pachá carírari bu'huí. Está acostado adentro de la casa. [pl.: bití; fut.: bu’huimea, bu’huibamina]",SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000333,Buhuichí,Buhuichí,buhuichi,,,Sin clasificar,En el camino,"[""En el camino""]","[""Buhuichí bu'huíbari biré ocó huaquichéami. Se cayó un pino seco en el camino.""]",[],Buhuichí bu'huíbari biré ocó huaquichéami. Se cayó un pino seco en el camino.,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000334,Bu'huiba,Bu'huiba,bu'huiba,,Vi,Vi,"1. Acostarse, caerse 2 . Echarse (un animal) 3. Derribarse (persona)","[""Acostarse, caerse 2 . Echarse (un animal)"", ""Derribarse (persona)""]","[""[fut.: Bu'huibama]""]","[""fut.: Bu'huibama""]",[fut.: Bu'huibama],SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000335,Buhuigá,Buhuigá,buhuiga,,Vi,Vi,Estar esperando,"[""Estar esperando""]","[""Pachá buhuigá muchiri. Adentro estaban sentados, esperando.""]",[],"Pachá buhuigá muchiri. Adentro estaban sentados, esperando.",SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000336,Bu'huírasama,Bu'huírasama,bu'huirasama,,Vi,Vi,Tambalearse,"[""Tambalearse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000337,Bujé,Bujé,buje,,Vi,Vi,"Cobrar, quitar algo, multar","[""Cobrar, quitar algo, multar""]","[""Tami bujeri macoy peso. Me cobró diez pesos.""]",[],Tami bujeri macoy peso. Me cobró diez pesos.,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000338,Buná,Buná,buna,,Vi,Vi,1. Agacharse 2. Inclinarse,"[""Agacharse"", ""Inclinarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000339,Bunahua,Bunahua,bunahua,,Vt,Vt,"Ladear, agachar, inclinar","[""Ladear, agachar, inclinar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000340,Buqué,Buqué,buque,,Vi sing,Vi,"Tener, poseer (animal)","[""Tener, poseer (animal)""]","[""Nijeni buqué biré huáasi. Yo tengo sóla una vaca.[pl.: pugué] Nijé bucura huáasi, mi vaca Nijé pugura huáasi, mis vacas""]","[""pl.: pugué""]","Nijeni buqué biré huáasi. Yo tengo sóla una vaca.[pl.: pugué] Nijé bucura huáasi, mi vaca Nijé pugura huáasi, mis vacas",SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000341,Burá,Burá,bura,,Vt,Vt,Hacer camino,"[""Hacer camino""]","[""Pe huaminánomí ne huarú burama jena'í. Poco más allá van a hacer un camino grande""]",[],Pe huaminánomí ne huarú burama jena'í. Poco más allá van a hacer un camino grande,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000342,Buré,Buré,bure,,Vi,Vi,Amarrar,"[""Amarrar""]","[""Sonó burebo, vamos a amarrar manojos de astrojo. [fut.: buréma]""]","[""fut.: buréma""]","Sonó burebo, vamos a amarrar manojos de astrojo. [fut.: buréma]",SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito
RD-000343,Bureri,Bureri,bureri,,,Sin clasificar,Manojo,"[""Manojo""]","[""Biréana burí, una yunta (de bueyes)""]",[],"Biréana burí, una yunta (de bueyes)",SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000344,Burira,Burira,burira,,Vt,Vt,Llevar preso,"[""Llevar preso""]","[""[pp.: burirahuami]""]","[""pp.: burirahuami""]",[pp.: burirahuami],SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000345,Burito,Burito,burito,,S,S,Burro,"[""Burro""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000346,Burú,Burú,buru,,Vi,Vi,Estar el camino (hacia e l lugar mencionado),"[""Estar el camino (hacia e l lugar mencionado)""]","[""¿cumi burú? ¿dónde está el camino? ¿Cum burú samichi? ¿donde está el camino hacia samachique? [pret.: burúuri]""]","[""pret.: burúuri""]",¿cumi burú? ¿dónde está el camino? ¿Cum burú samichi? ¿donde está el camino hacia samachique? [pret.: burúuri],SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000347,Burusáagá,Burusáagá,burusaaga,,,Sin clasificar,Condicional si le amarran,"[""Condicional si le amarran""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000348,Burúuri,Burúuri,buruuri,,,Sin clasificar,[Pretérito de burú],"[""[Pretérito de burú]""]","[""Chabé echo'ná burúuri. Hace mucho había un camino allí.""]",[],Chabé echo'ná burúuri. Hace mucho había un camino allí.,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000349,Busá,Busá,busa,,Vi,Vi,Despertarse,"[""Despertarse""]","[""Bi'yá bijini busureri. Muy temprano desperté. Ba'arí bi'yá nimí busurébanama. Mañana temprano te voy a despertar. [pret.: busuré; fut.: busuméa]""]","[""pret.: busuré; fut.: busuméa""]",Bi'yá bijini busureri. Muy temprano desperté. Ba'arí bi'yá nimí busurébanama. Mañana temprano te voy a despertar. [pret.: busuré; fut.: busuméa],SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000350,Busé,Busé,buse,,Vi,Vi,Tener ojos,"[""Tener ojos""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000351,Busí,Busí,busi,,S,S,Ojo,"[""Ojo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000352,Busugachi,Busugachi,busugachi,,S,S,Ciego (Una persona a quien se le acabó completamente la vista),"[""Ciego (Una persona a quien se le acabó completamente la vista)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000353,Busurébana,Busurébana,busurebana,,Vt,Vt,Despertar,"[""Despertar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000354,Butuhuí,Butuhuí,butuhui,,Vi,Vi,Hundirse,"[""Hundirse""]","[""Butuhuisa simí. Nadar debajo del agua""]",[],Butuhuisa simí. Nadar debajo del agua,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000355,buyana,1buyana,buyana,1,Vi pl,Vi,Salir (animales del corral),"[""Salir (animales del corral)""]","[""[pret.: buyánari]""]","[""pret.: buyánari""]",[pret.: buyánari],SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000356,buyana,2buyana,buyana,2,,Sin clasificar,Enfermar (de viruela),"[""Enfermar (de viruela)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000357,ca,1ca,ca,1,Vi,Vi,Llevar (en la mano),"[""Llevar (en la mano)""]","[""Ripiyá ca simiri. Se fue llevando un cuchillo.""]",[],Ripiyá ca simiri. Se fue llevando un cuchillo.,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000358,ca,1ca,ca,1,Vi,Vi,Traer,"[""Traer""]","[""Cusí ca nahuari. Llegó trayendo un palo. [pp: cami]""]","[""pp: cami""]",Cusí ca nahuari. Llegó trayendo un palo. [pp: cami],SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000359,ca,2ca,ca,2,Vi,Vi,Hacer sombra,"[""Hacer sombra""]","[""Mujemi hue nayurú; nijeni cábatama. Tú estás muy enfermo; te voy a hacer sombra.""]",[],Mujemi hue nayurú; nijeni cábatama. Tú estás muy enfermo; te voy a hacer sombra.,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000360,Carari,Carari,carari,,S,S,Sombra,"[""Sombra""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000361,Cáachi,Cáachi,caachi,,Vi,Vi,Ser,"[""Ser""]","[""Nijeni pe táa cáachi níiri. Yo era un poco chico. Ma ochérami cáachi mucumea. Ya que sea viejo, morirá. Siné cáachi. En otra ocasión, tal vez Táa cáachi. Siendo chico""]",[],"Nijeni pe táa cáachi níiri. Yo era un poco chico. Ma ochérami cáachi mucumea. Ya que sea viejo, morirá. Siné cáachi. En otra ocasión, tal vez Táa cáachi. Siendo chico",SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000362,Caba,Caba,caba,,Vi,Vi,Estar bajo a la sombra,"[""Estar bajo a la sombra""]","[""Nijeni echo’ná ri’ré pachá cábama. Voy a estar allí, a la sombra.""]",[],"Nijeni echo’ná ri’ré pachá cábama. Voy a estar allí, a la sombra.",SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000363,Cabí,Cabí,cabi,,Vt,Vt,Enrollar,"[""Enrollar""]","[""¡oserí cabí! ¡enrolla el papel! Biré cabítami. Un rollo largo, una pieza entera de manta""]",[],"¡oserí cabí! ¡enrolla el papel! Biré cabítami. Un rollo largo, una pieza entera de manta",SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000364,Cabita,Cabita,cabita,,Vi,Vi,Rodarse (una cosa larga),"[""Rodarse (una cosa larga)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000365,Cabítana,Cabítana,cabitana,,Vt,Vt,"Rodar, envolver","[""Rodar, envolver""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000366,Cabó,Cabó,cabo,,Vt,Vt,Enrollar en una bola (mecate),"[""Enrollar en una bola (mecate)""]","[""Mani cu cabori huiya. Ya enrollé el mecate.""]",[],Mani cu cabori huiya. Ya enrollé el mecate.,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
RD-000367,Cabóchuhua,Cabóchuhua,cabochuhua,,S,S,Pantorrilla,"[""Pantorrilla""]","[""Nijé cabóchara. Mi pantorrilla.""]",[],Nijé cabóchara. Mi pantorrilla.,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito
